artwork_id,artist_name,title,exhibition_history,is_on_view,date,category_titles,artwork_type_title
21977,Korea,Melon-Shaped Ewer with Stylized Flowers,,False,"Goryeo dynasty (918–1392), 12th century",Arts of Asia,Vessel
19822,"James McNeill Whistler
American, 1834-1903","Cameo, No. 2",,False,1891,Prints and Drawings,Print
27987,"Amedeo Modigliani
Italian, 1884–1920",Jacques and Berthe Lipchitz,"Paris, Galerie Montaigne, Exposition rétrospective des oeuvres de Modigliani, December 11–29, 1920, n.p., cat. 14, as Portrait du sculpteur L. et de sa femme.

Art Institute of Chicago, Birch-Bartlett Collection of Modern European Paintings, September 8–October 8, 1925.

Boston, Art Club, Birch Bartlett Collection of Modern French Painting, December 9–26, 1925, cat. 40, as Double Portrait.

Art Institute of Chicago, A Century of Progress: Exhibition of Paintings and Sculpture, June 1–November 1, 1933, p. 79, cat.  702, as Double Portrait (Jacques Lipchitz and his Wife).

Art Institute of Chicago, A Century of Progress Exhibition of Paintings and Sculpture, June 1–November 1, 1934, p. 53, cat. 356, as Double Portrait (Jacques Lipchitz and his Wife).

New York, Museum of Modern Art, Twentieth-Century Portraits, December 9, 1942–January 24, 1943, pp. 16, 140, pl. 66 (ill.), as Double Portrait (M. and Mme. Jacques Lipchitz), 1916–17; traveled to Baltimore Museum of Art, February 12–March 7, 1943; Worchester Art Museum, March 24–April 18, 1943.

New York, Museum of Modern Art, Twentieth-Century Italian Art, June 28–September 12, 1949, pp. 24, pl. 52 (ill.), as Jacques Lipchitz and His Wife.

Cleveland Museum of Art, Modigliani: Paintings, Drawings, Sculpture, January 30–March 18, 1951, p. 51, as Jacques Lipchitz and his Wife, 1916–17; traveled to New York, Museum of Modern Art, April 11–June 10, 1951.

Rome, Palazzo delle Exposizioni, Sixth Quadrennial National Art Exhibition of Rome [VI Quadriennale nazionale d’arte di Roma], December 15, 1951–April 1952, p. 175, cat. 9, as Jacques Lipchitz e sua moglie, 1917.

Paris, Musée national d’arte moderne, May–June 1952, cat. 72; traveled to London, Tate Gallery, Arts Council of Great Britain, Twentieth-Century Masterpieces: An Exhibition of Paintings and Sculpture, July 15–August 17, 1952, p. 14, cat. 66, pl. III (ill.), as Portrait of Jacques Lipchitz and His Wife, 1917.

Art Institute of Chicago, The Artist Looks at People, November 13, 1958–January 11, 1959, no cat.

Dusseldorf, Kunstsammlung Nordrhein-Westfahlen, Amedeo Modigliani: Malerei, Skulpturen, Zeichnungen, January 19–April 1, 1991, pp. 39 (ill.), 95 (ill.), pl. 45, cat. 49, as Jacques Lipchitz und seine Frau, 1917; traveled to Zürich, Kunsthaus, April 19–July 7, 1991.

Buffalo, Albright-Knox Art Gallery, Modigliani and the Artists of Montparnasse, October 19, 2002–January 12, 2003; pp. 32, 86 (ill., cat. 9), as Jacques and Berthe Lipchitz, 1916; traveled to Fort Worth, Kimbell Art Museum, February 9–May 25, 2003; and Los Angeles County Museum of Art, June 29–September 28, 2003.

Moscow, Pushkin State Museum of Fine Arts, Modigliani March 21–June 17, 2007, pp. 54, 55 (ill.), 90, as Portrait of Jacques and Berthe Lipchitz, 1917.   

Fort Worth, Kimball Art Museum, The Age of Picasso and Matisse: Modern Masters from the Art Institute of Chicago, Oct. 6, 2013–Feb. 16, 2014, no cat. no.

London, Tate Modern, Modigliani, Nov. 23, 2017–Apr. 2, 2018, no cat.

Stuttgart, Germany, Staatsgalerie Stuttgart, Modigliani: Modern Gazes, Nov. 24, 2023–Mar. 17, 2024, cat. 40; Potsdam, Museum Barberini, Apr. 27–Aug. 18, 2024.",False,1916,Modern Art,Painting
27009,"Israhel van Meckenem the Younger
German, c. 1440/45-1503",Ornament with the Tree of Jesse,,False,1480–90,Prints and Drawings,Print
29285,"Béla Kalman
American, born Hungary, 1921–2011",Untitled,,False,1935/68,Photography and Media,Photograph
32587,"John Chamberlain
American, 1927–2011",Toy,,False,1961,Contemporary Art,Sculpture
32349,"Ed Ruscha
American, born 1937",City,,False,1968,Contemporary Art,Painting
55436,"André Kertész
American, born Hungary, 1894–1985",Café Extra,"Art Institute of Chicago, “Photographs from the Julien Levy Collection: Starting with Atget,” December 11, 1976–February 20, 1977; traveled to the International Center of Photography, New York, April 21-May 29, 1977; San Francisco Museum of Modern Art, November 4-December 18 1977; Fogg Museum, Cambridge, Massachusetts, January 13-Ferbruary 26, 1978; Lakeview Center for the Arts and Sciences, Peoria, Illinois, March 16-April 30, 1978; and Cincinnati Art Museum, November 17-December 24, 1978. (David Travis)

Art Institute of Chicago, “André Kertész: Of Paris and New York,” May 10-July 14, 1985; traveled to the Metropolitan Museum of Art, New York, New York, December 19, 1985-February 23, 1986. (David Travis, Sandra S Phillips, Weston J. Naef)

Art Institute of Chicago, ""Andre Kertesz 1894-1985 A Centennial Celebration,"" December 3, 1994-April 9, 1995. (David Travis)

Columbus, Ohio, Wexner Center for the Arts, ""Staging Surrealism: A Succession of Collections 2,"" September 20, 1997–January 4, 1998.

Art Institute of Chicago, ""Brassai and Company,"" January 24-May 17, 1998. (David Travis) 

Washington, D.C., National Gallery of Art, “André Kertész,” February 6–May 15, 2005; traveled to Los Angeles County Museum of Art, June 12–September 5, 2005; International Center of Photography, New York, September 16–November 27, 2005.

Art Institute of Chicago, ""The Other Side of Light:  Shadows from the Photography Collection,"" December 1, 2007–February 24, 2008.  (Newell G Smith)
 
Art Institute of Chicago, ""Henri Cartier-Bresson and the Art and Photography of Paris,"" September 20, 2008–January 4, 2009.  (David Travis)",False,1927,Photography and Media,Photograph
40351,"Israhel van Meckenem the Younger
German, c. 1440/45-1503",The Five Foxes,,False,c. 1490,Prints and Drawings,Print
55496,"László Moholy-Nagy
American, born Hungary, 1895–1946","Lucia Moholy on a Balcony, Ascona",,False,c. 1926,Photography and Media,Photograph
62371,"Paul Cezanne
French, 1839-1906",Madame Cezanne in a Yellow Chair,"Possibly Paris, Galerie Vollard, Cézanne, 1895, no cat. [see New York 2006-7, p. 33].

Moscow, La Toison d’Or, 1908, cat. 15.

Kunsthalle Düsseldorf, Sonderbund Ausstellung, May-June 1909, cat 86.

London, French Gallery, Great Masters of the French XIXth Century, 1926, cat. 5.

New York, Paul Rosenberg & Co., Inc. Wildenstein Galleries, Loan Exhibition of Paintings by Paul Cézanne, 1839-1906, January 1928, cat. 19.

Paris, Paul Rosenberg. Exposition d’Oeuvres Importantes de Grands Maîtres du XIXe siecle, May 18-June 27, 1931, cat. 7 (ill.).

Paris, Musée de L’Orangerie, Cézanne, 1936, cat. 75.

Paris, Paul Rosenberg, Exposition Cézanne (1839 – 1906), organisée à l’occasion de son centenaire, February 21-April 1, 1939, cat. 26.

London, Rosenberg & Helft, Exhibition Cézanne, April 19-May 20, 1939, cat. 17 (ill.).

Minneapolis Institute of Arts, 1950, no cat. no.

New York, Metropolitan Museum of Art, Cézanne: Paintings, Watercolors, and Drawings: A Loan Exhibition, February 7-March 16, 1952, cat. 68 (ill.), traveled to New York, Metropolitan Museum of Art, April 4-May 18, 1952.

Paul Rosenberg and Co., Masterpieces Recalled, a Loan Exhibition of 19th and 20th Century French Paintings fro the Benefit of the League of Emotionally Disturbed Children, February 6-March 2, 1957, cat. 19 (ill.).

Washington, D. C., The Phillips Collection, Cézanne: An Exhibition in Honor of the Fiftieth Anniversary of the Phillips Collection, February 27-March 28, 1971, cat. 23 (ill.), traveled to The Art Institute of Chicago, April 17-May 16, 1971 and Boston, Museum of Fine Arts, June 1-July 3, 1971.

New York, Museum of Modern Art, Modern Masterpieces: Manet to Matisse, August 4-September 1, 1975, cat. 19, traveled to Sydney, Art Gallery of New South Wale, April 10-May 11, 1975 and Melbourne, National Gallery of Victoria, May 28-June 22, 1975.

The Art Institute of Chicago, European Portraits 1600-1900 in The Art Institute of Chicago, July 8-September 11, 1978, cat. 22.

Tokyo, Seibu Museum of Art, The Impressionist Tradition: Masterpieces from The Art Institute of Chicago, October 18-December 17, 1986, cat. 48 (ill.), traveled to Fukuoka Art Museum, January 5-February 2, 1986 and Kyoto Municipal Museum of Art, March 4-April 13, 1986.

Leningrad [St. Petersburg], Hermitage Museum, Ot Delakrua do Matissa: shedevry frantsuzskoĭ zhivopici XIX-nachala XX veka, iz Muieia Metropoliten v Niu-Ĭorke i Khudozhestvennogo Instituta v Chikago [From Delacroix to Matisse: Great Paintings From the XIX century to the Beginning of the XXth century From Metropolitan Museum of Art in New York and the Art Institute of Chicago], March 15-May 19, 1988, pl 36; Moscow, Pushkin Museum, June 10-July 30, 1988.

Kunsthalle Tübingen, Cézanne: Gemälde, January 16-May 7, 1993, cat. 42 (ill.).

Stockholm, Nationalmuseum, Cézanne i blickpunkten, October 17, 1997-January 11, 1998, cat. 6 (ill.).

St. Petersburg, The State Hermitage Museum, Cézanne and the Russian Avant-Garde of the XX century, August 8-September 24, 1998, cat. 26 (ill); Moscow, The Pushkin State Museum of Fine Arts, October 5-November 15, 1998.

New York, Metropolitan Museum of Art, Cézanne to Picasso Ambroise Vollard, Patron of the Avant-Garde, September 13, 2006-January 7, 2007, cat. 46 (ill.); Art Institute of Chicago, February 17-May 13, 2007; Paris, Musée d’Orsay, June 18-Spetember 16, 2007. 

Fort Worth, Tex., Kimbell Museum of Art, The Impressionists: Master Paintings from the Art Institute of Chicago, June 29–November 2, 2008, cat. 64 (ill.).

Paris, Musée Luxembourg, Cezanne et Paris, October 10, 2011-February 27, 2012.

New York, NY, The Metropolitan Museum of Art, Portraits of Madame Cézanne, November 17, 2014–March 15, 2015, pl. 20

Paris, Musée d'Orsay, Cézanne Portraits, June 13, 2017 - September 24, 2017, cat. 44; London, National Portrait Gallery, October 26, 2017 - February 11, 2018, traveled to Washington D.C., National Gallery, March 25 - July 1, 2018.

Art Institute of Chicago, Cezanne, May 15-Sep. 5, 2022, cat. 36; London, Tate, Oct. 5, 2022-Mar. 12, 2023.

Staatsgalerie Stuttgart, Modigliani Moderne Blicke, Nov. 24, 2023 - Mar. 17, 2024, cat. 105; Museum Barberini, Potsdam, Apr. 27-Aug. 18, 2024 [Stuttgart only].",False,1888-90,Painting and Sculpture of Europe,Painting
60513,"Käthe Kollwitz
German, 1867-1945",Self-Portrait,"Berlin, Akademie der Kunst, ""Käthe Kollwitz,"" December 10, 1967–January 7, 1968, p. 95 cat. 5 (frontispiece ill.). 

The Art Institute of Chicago, ""Great Drawings from The Art Institute of Chicago: The Harold Joachim Years 1958–1983,"" July 24–September 30, 1985, pp. 174–75, cat. 80 (ill.), cat. by Martha Tedeschi; traveled to the Saint Louis Art Museum, March 10–May 16, 1986. 

Washington D.C., National Gallery of Art, ""Käthe Kollwitz,"" May 3–August 16, 1992, pp. 16, 18 and 138, cat. 5 (ill.), cat. by Elizabeth Prelinger. 

Cologne, Germany, Käthe Kollwitz Museum, ""Käthe Kollwitz: Meisterwerke der Zeichnung,"" April 20–June 18, 1995, pp. 17, 24, 48, and 237, cat. 54 (color ill.).",False,1891/92,Prints and Drawings,Drawing and Watercolor
70736,"André Kertész
American, born Hungary, 1894–1985","Montparnasse, Square Jolivet","Art Institute of Chicago, ""Andre Kertesz 1894-1985 A Centennial Celebration,"" December 3, 1994-April 9, 1995. (David Travis)

Art Institute of Chicago, ""Brassai and Company,"" January 24-May 17, 1998. (David Travis) 

Musee D' Art Moderne de la Ville de Paris, ""L'Ecole de Paris,"" November 29, 2000–March 11, 2001.

Art Institute of Chicago, ""Paris: Photographs from a Time that Was,"" August 13–November 6, 2005. (David Travis)

Art Institute of Chicago, ""Henri Cartier-Bresson and the Art and Photography of Paris,"" September 20, 2008–January 4, 2009. (David Travis)",False,1926/27,Photography and Media,Photograph
62450,"Louise Moillon
French, 1610–1696",Still Life with a Basket of Fruit and a Bunch of Asparagus,"Paris, Galeries Nationales du Grand Palais, La Peinture française du XVIIe siècle dans les collections américaines,  Jan. 29 – Apr. 26, 1982, cat. 73; New York, Metropolitan Museum of Art, May 26 – Aug. 22, 1982; Art Institute of Chicago,  Sep. 18 – Nov. 28, 1982.

Baltimore Museum of Art, Making Her Mark: A History of Women Artists in Europe, 1400-1800, Oct. 1, 2023 - Jan. 7, 2024, cat. 115; Toronto, Art Gallery of Ontario, Mar. 1, 2024 - July 1, 2024.",False,1630,Painting and Sculpture of Europe,Painting
73940,"James McNeill Whistler
American, 1834-1903","Mother and Child, No. 4",,False,"1891, printed 1895",Prints and Drawings,Print
73874,"James McNeill Whistler
American, 1834-1903",Figure Study in Colors,,False,1890,Prints and Drawings,Print
79037,"Agostino Brunias
Italian, active in England and the West Indies 1758–96","View on the River Roseau, Dominica","Art Institute of Chicago, Selected Works of Eighteenth-Century French Art in the Collections of The Art Institute of Chicago, Jan. 24 – Mar. 28, 1976, cat. 22.

New Orleans Museum of Art, Inventing Acadia: Painting and Place in Louisiana, Nov. 16, 2019 – Jan. 26, 2020, no cat. no., pl. 13.

London, Royal Academy of Arts, Entangled Pasts, 1768–Now: Art, Colonialism and Change, Feb. 3 – Apr. 28, 2024, cat. 44.",False,1770/80,Painting and Sculpture of Europe,Painting
74086,Japan,Embroidered Picture,,False,c.1900-1910,Textiles,Textile
81485,"Israhel van Meckenem the Younger (German, c. 1440/45-1503)
after Master of the Housebook (German, active c. 1470-1500)",Combat of Two Wild Men on Horseback,,False,1475/85,Prints and Drawings,Print
79382,"Constantin Brancusi
French, born Romania, 1876–1957",Leda,"Brooklyn Museum, An International Exhibition of Modern Art Assembled by the Société Anonyme, November 19, 1926–January 1, 1927, n.p., cat. 164.

New York, Museum of Modern Art, Cubism and Abstract Art, April 1936, pp. 108 (ill.), 205, fig. 108, cat. 19.

New Haven, Conn., Yale University Art Gallery, 1946, cat. 8.

New Haven, Conn., Yale University Art Gallery, Memorial Exhibition, December 15, 1952–February 1, 1953, cat. 4.

New York, Solomon R. Guggenheim Museum, Constantin Brancusi, October 26, 1955–January 8, 1956; traveled to Philadelphia Museum of Art, January 27–February 26, 1956.

Philadelphia Museum of Art, Constantin Brancusi 1876–1957: A Retrospective Exhibition, September 23–October 30, 1969, p. 101 (ill.); traveled to New York, Solomon R. Guggenheim Museum, November 25, 1969–February 15, 1970; Chicago, Art Institute, March 11–April 26, 1970.",False,1920,Modern Art,Sculpture
86265,"Israhel van Meckenem the Younger
German, c. 1440/45-1503",St. Luke Portraying the Madonna,,False,1490–1500,Prints and Drawings,Print
82614,"Alice Sheene
English, active 1700-02
London, England",Three Casters,,False,1701/02,Women artists before 1800,Metalwork
91610,"Moche
North coast, Peru",Vessel with a Relief Depicting a Procession of Deceased Figures,"Chicago, Field Museum of Natural History, <em>Death: Life's Greatest Mystery</em>, Oct. 22, 2022–Sept. 4, 2023; Toronto, Royal Ontario Museum, Oct. 28, 2023–Apr. 7, 2024.",False,100 BCE–500 CE,Latin American,Vessel
87045,"Henri Matisse
French, 1869–1954",Still Life with Geranium,"Berlin, Paul Cassirer, X. Jahrgang, 1907/1908, September/October: I. Ausstellung, Sept. 30–Oct. 18, 1907, cat. 86, as Geranium.

Moscow, Zolotoe runo/Toison d’Or, Salon Zolotogo Runa: Salon de La Toison d’Or, Apr. 18–May 24, 1908, no cat.

Probably Berlin, Paul Cassirer, V. Ausstellung: Henri Matisse, Jan. 1–20, 1909, cat. 18, as Stilleben.

Berlin, Ausstellungshaus am Kurfürstendamm, 26. Ausstellung der Berliner Secession, Spring 1913, cat. 201, as Geranium.

Cambridge, MA, Fogg Art Museum, Harvard University, Exhibition of French Painting of the Nineteenth and Twentieth Centuries, Mar. 6–Apr. 6, 1929, cat. 61, pl. 51, as Still Life.

Cleveland Museum of Art, Autumn Flower Show: The Flower in Art, Nov. 1–Dec. 1, 1935, no cat.

Cleveland Museum of Art, Exhibition of Paintings by Matisse, Nov. 10–Dec. 18, 1938, no cat.

Baltimore Museum of Art, Modern Painting Isms and How They Grew, Jan. 12–Feb. 11, 1940, no cat. no., as Still Life, Geraniums.

Los Angeles County Museum, Aspects of French Painting from Cézanne to Picasso, Jan. 15–Mar. 2, 1941, no. 28 (ill.), as Still Life: Geranium Plant, Fruit.

New York, Marie Harriman Gallery, Les Fauves, Oct. 20–Nov. 22, 1941, cat. 4, as Nature Morte au Geranium, circa 1906.
Decatur [IL] Art Center, Masterpieces of European and American Art Lent by the Art Institute of Chicago, Mar. 4–25, 1945, cat. 10, as Still Life with Geranium Plant; Springfield, IL, Art Association, Apr. 4–30, 1945, cat. 10, as Still Life with Geranium Plant.

Milwaukee Art Institute, Flower Paintings, Sept. 6–Oct. 2, 1945, cat. 22, as Still Life with Geraniums.

Art Institute of Chicago, The Winterbotham Collection, May 23–June 22, 1947, as Still Life with Geranium, 1905.

Philadelphia Museum of Art, Henri Matisse: Retrospective Exhibition of Paintings, Drawings, and Sculpture, Apr. 3–May 10, 1948, cat. 19 (ill.), as Still Life–Geranium Plant, Fruit, 1908.

Saginaw [Mich.] Museum, Exhibition of Nineteenth Century French Painting at the Saginaw Museum, Dec. 19, 1948–Jan. 9, 1949, cat. 18, as Still Life with Geranium.

Dallas Museum of Fine Arts, Texas State Fair, The Winterbotham Collection of Twentieth Century European Paintings, Oct. 8–Nov. 6, 1949, no cat.

New York, Sidney Janis Gallery, Les Fauves, Nov. 13–Dec. 23, 1950, cat. 32, as Geranium Plant, Fruit, 1908.

New York, Museum of Modern Art, Henri Matisse, Nov. 13, 1951–Jan. 13, 1952, cat. 14 (ill.), as Still Life–Geranium Plant, Fruit on Table, (1906); Cleveland Museum of Art, Feb. 5–Mar. 16, 1952; Art Institute of Chicago, Apr. 1–May 4, 1952; San Francisco Museum of Modern Art, May 22–July 6, 1952.

Denver Art Museum, Schleier Gallery, 10 × 10: Ten Directions by Ten Artists, Jan. 7–Feb. 14, 1954, cat. 37, as Still Life, 1906.

Arts Club of Chicago, Les Fauves, Jan. 10–Feb. 15, 1956, cat. 12, as Still Life: Geranium Plant, Fruit on the Table, 1906.

Omaha, NE, Joslyn Art Museum, Notable Paintings from Midwestern Collections, Nov. 30, 1956–Jan. 2, 1957, no cat. no., as Still Life: Geranium Plant, Fruit on Table.

Los Angeles, UCLA Art Galleries, Henri Matisse Retrospective 1966, Jan. 5–Feb. 27, 1966, cat. 23 (ill.), as Still Life with Geranium Plant and Fruit/Nature morte au géranium, (1906); Art Institute of Chicago, Mar. 11–Apr. 24, 1966; Boston, Museum of Fine Arts, May 11–June 26, 1966.

London, Hayward Gallery, Matisse, 1869–1954: A Retrospective Exhibition at the Hayward Gallery, July 11–Sept. 8, 1968, cat. 36 (ill.), as Still Life with Geranium Plant and Fruit, 1906.

Paris, Grand Palais, Henri Matisse: Exposition du centenaire, Apr. 21–Sept. 21, 1970, cat. 83 (ill.), as Nature morte au pelargonium (Nature morte au géranium), 1906.

Tokyo, Seibu Museum of Art, Shikisai no shōri: Machisu to yajūha ten [Triumph of Color: Matisse and the Fauves Exhibition]/Exposition: Les Fauves, Aug. 15–Sept. 25, 1974, cat. 47 (ill.), as Nature morte au geranium et aux fruits, 1906; Osaka, Galeries Seibu Takatsuki, Nov. 15–Dec. 8, 1974, cat. 47 (ill.), as Kudamono to zeraniumu no aru seibutsu [果物とゼラニウムのある静物]/Nature morte au géranium et aux fruits, 1906; Fukuoka, Prefectural Culture Center, Nov. 5–30, 1974.

Zurich, Kunsthaus, Henri Matisse, Oct. 15, 1982–Jan. 16, 1983, cat. 21 (ill.), as Nature morte au géranium, um 1907; Düsseldorf, Städtische Kunsthalle, Jan. 29–Apr. 4, 1983.

New York, Museum of Modern Art, Henri Matisse: A Retrospective, Sept. 24, 1992–Jan. 12, 1993, pl. 79, as Still Life with a Geranium/Nature morte au pélargonium [Le géranium], [Collioure, summer 1906].

Nagaoka, Niigata Prefectural Museum of Modern Art, Shikago Bijutsukan-ten: Kindai kaiga no 100-nen [100 Years of Modern Painting: Art Institute of Chicago Exhibition]/Masterworks of Modern Art from the Art Institute of Chicago, Apr. 20–May 29, 1994, cat. 21 (ill.), as Zeraniumu [The Geranium, 1906]; Nagoya, Aichi Prefectural Museum of Art, June 10–July 24, 1994; Yokohama Museum of Art, Aug. 6–Sept. 25, 1994.

Dallas Museum of Art, Nasher Sculpture Center, Matisse: Painter as Sculptor, Jan. 21–Apr. 29, 2007, cat. 29 (ills.), as Still Life with a Geranium, 1906; San Francisco Museum of Modern Art, June 9–Sept. 16, 2007; Baltimore Museum of Art, Oct. 28, 2007–Feb. 3, 2008.

Fort Worth, Kimbell Art Museum, The Age of Picasso and Matisse: Modern Masters from the Art Institute of Chicago, Oct. 6, 2013–Feb. 16, 2014, no cat. no. (ill.), as The Geranium, Fall 1906.

Mannheim, Kunsthalle Mannheim, Inspiration Matisse, Sep. 27, 2019–Jan. 19, 2020, cat. 71, as Le Géranium.

New York City, The Metropolitan Museum of Art, Vertigo of Color: Matisse Derain and the Origins of Fauvism, Oct. 11, 2023–Jan. 21, 2024; Houston, Museum of Fine Arts, Houston, Feb. 25, 2024–May 27, 2024, cat. 64.",False,1906,Modern Art,Painting
93389,"Edvard Munch
Norwegian, 1863-1944",The Day After,,False,1894,Prints and Drawings,Print
93422,"Edvard Munch
Norwegian, 1863-1944",Alpha's Despair,,False,1908/09,Prints and Drawings,Print
93416,"Edvard Munch
Norwegian, 1863-1944",Omega's Eyes,,False,1908/09,Prints and Drawings,Print
93409,"Edvard Munch
Norwegian, 1863-1944",The Forest,,False,1908/09,Prints and Drawings,Print
99706,"André Kertész
American, born Hungary, 1894–1985",Quai d'Orsay,"Art Institute of Chicago, ""Paris: Photographs from a Time that Was,"" August 13–November 6, 2005. (David Travis)

Art Institute of Chicago, ""Henri Cartier-Bresson and the Art and Photography of Paris,"" September 20, 2008–January 4, 2009.  (David Travis)",False,"1926, printed 1970s",Photography and Media,Photograph
93424,"Edvard Munch
Norwegian, 1863-1944",Alpha's Death,,False,1908/09,Prints and Drawings,Print
113912,"Constantin Brâncusi
French, born Romania, 1876-1957",The Studio,"New York, Sidney Janis Gallery, “Brancusi/Mondrian,” December 2-31, 1982.

Paris, Centre Georges Pompidou, “Constantin Brancusi,” April 14-August 21, 1995, p. 309, cat. 147 (ill.); traveled to the Philadelphia Museum of Art, October 8-December 31, 1995.",False,1917/20,Prints and Drawings,Drawing and Watercolor
102610,"André Kertész
American, born Hungary, 1894–1985","Chez Kisling, Paris","Art Institute of Chicago, “André Kertész: Of Paris and New York,” May 10-July 14, 1985; traveled to the Metropolitan Museum of Art, New York, New York, December 19, 1985-February 23, 1986. (David Travis, Sandra S Phillips, Weston J. Naef)

Art Institute of Chicago, ""Andre Kertesz 1894-1985 A Centennial Celebration,"" December 3, 1994-April 9, 1995. (David Travis)

Art Institute of Chicago, ""Brassai and Company,"" January 24-May 17, 1998. (David Travis) 

Art Institute of Chicago, ""Paris: Photographs from a Time that Was,"" August 13–November 6, 2005. (David Travis)

New York, New York, Gagosian Gallery, ""In the Studio,"" February 5, 2014-April 18, 2015.",False,1933,Photography and Media,Photograph
102601,"André Kertész
American, born Hungary, 1894–1985","St. André des Arts, Paris","Art Institute of Chicago, “André Kertész: Of Paris and New York,” May 10-July 14, 1985; traveled to the Metropolitan Museum of Art, New York, New York, December 19, 1985-February 23, 1986. (David Travis, Sandra S Phillips, Weston J. Naef)

Art Institute of Chicago, ""Andre Kertesz 1894-1985 A Centennial Celebration,"" December 3, 1994-April 9, 1995. (David Travis)

Paris, Jeu de Paume, ""Andre Kertesz,"" September 28, 2010-February 6, 2011; traveled to the Fotomuseum Wintherthur, February 25-March 22, 2011; Martin-Gropius-Bau, Berlin, June 11-September 11, 2011; Hungarian National Museum, Budapest, September 30-December 31, 2011.",False,c. 1928,Photography and Media,Photograph
116525,Silesia (present day Poland),Wheellock Rifle,,False,first half of 17th century,Applied Arts of Europe,Arms
116448,French,Gauntlet for the Right Hand,,False,c. 1570/90,Applied Arts of Europe,Armor
116199,"Italian, Milanese",Composite Field Armor,,False,1570/80,Applied Arts of Europe,Armor
116873,German or Swiss,Sporting or Target Crossbow for a Youth,,False,late 16th century/early 17th century,Applied Arts of Europe,Arms
117266,"Archibald John Motley Jr. (American, 1891–1981)",Nightlife,"Chicago Historical Society, <em>The Art of Archibald J. Motley Jr.</em>, Oct. 23, 1991–Mar. 17, 1992, cat. 51; New York, Studio Museum of Harlem, Apr. 5–June 10, 1992; Atlanta, High Museum, June 29–Sept. 25, 1992; Washington DC, Corcoran Gallery of Art, Oct. 10, 1992–Jan. 3, 1993.

Art Institute of Chicago, <a href=""https://www.artic.edu/exhibitions/1399/art-and-appetite-american-painting-culture-and-cuisine""><em>Art and Appetite: American Painting, Culture, and Cuisine</em></a>, Nov. 10, 2013–Jan. 27, 2014, cat. 40; Fort Worth, Amon Carter Museum of American Art, Feb. 22–May 18, 2014.

Art Institute of Chicago, <a href=""https://www.artic.edu/exhibitions/1567/they-seek-a-city-chicago-and-the-art-of-migration-1910-1950""><em>They Seek a City: Chicago and the Art of Migration, 1910–1950</em></a>, Mar. 3–June 3, 2013, cat. 33.

Durham, NC, Nasher Museum of Art at Duke University, <em>Archibald Motley: Jazz Age Modernist</em>, Jan. 30–June 1, 2014; Fort Worth, Amon Carter Museum of Art, June 14–Sept. 7, 2014; Los Angeles County Museum of Art, Oct. 19, 2014–Feb. 1, 2015; Chicago Cultural Center, Mar. 6–Aug. 31, 2015; Whitney Museum of American Art, Oct. 2, 2015–Jan. 17, 2016 (Fort Worth only), no cat.

Museum of Fine Arts, Houston, <em>Afro-Atlantic Histories</em>, Oct. 24, 2021–Jan. 17, 2022; Washington, DC, National Gallery of Art, Apr. 10–July 17, 2022 (Washington only), not in cat.

New York, Metropolitan Museum of Art, <em>The Harlem Renaissance and Transatlantic Modernism</em>, Feb. 25–July 28, 2024, cat. 96.",False,1943,African American artists,Painting
117059,German,Mace,,False,1550,Applied Arts of Europe,Arms
117936,"Louise Nevelson (American, born Russia, 1899-1988)
published by Tamarind Lithography Workshop (American, founded 1960)",Untitled,,False,1963,Prints and Drawings,Print
117933,"Louise Nevelson (American, born Russia, 1899-1988)
published by Tamarind Lithography Workshop (American, founded 1960)",Untitled,,False,1963,Prints and Drawings,Print
117932,"Louise Nevelson (American, born Russia, 1899-1988)
printed by John E. Dowell
published by Tamarind Lithography Workshop (American, founded 1960)",Untitled,,False,1963,Prints and Drawings,Print
117946,"Louise Nevelson (American, born Russia, 1899-1988)
printed by Aris Koutroulis (American, born Greece, 1938-2013)
published by Tamarind Lithography Workshop (American, founded 1960)",Untitled,,False,1963,Prints and Drawings,Print
117942,"Louise Nevelson (American, born Russia, 1899-1988)
printed by Aris Koutroulis (American, born Greece, 1938-2013)
published by Tamarind Lithography Workshop (American, founded 1960)",Untitled,,False,1963,Prints and Drawings,Print
117941,"Louise Nevelson (American, born Russia, 1899-1988)
printed by John Dowell
published by Tamarind Lithography Workshop (American, founded 1960)",Untitled,,False,1963,Prints and Drawings,Print
117949,"Louise Nevelson (American, born Russia, 1899-1988)
published by Tamarind Lithography Workshop (American, founded 1960)",Untitled,,False,1963,Prints and Drawings,Print
117948,"Louise Nevelson (American, born Russia, 1899-1988)
printed by John Dowell
published by Tamarind Lithography Workshop (American, founded 1960)",Untitled,,False,1963,Prints and Drawings,Print
129772,"Käthe Kollwitz
German, 1867-1945",Sharpening the Scythe (Biem Dengeln),"Art Institute of Chicago, ""Master Drawings Unveiled: 25 Years of Major Acquisitions,"" August 27, 2016–January 29, 2017, no cat.",False,1905,Prints and Drawings,Drawing and Watercolor
